VIDEO,ANIMAL,BODY-PART,MEASURE,VALUE
02Training_rat28,Animal_1,Nose,Velocity (cm/s),18.862852138183744
03Training_rat06,Animal_1,Nose,Distance (cm),299.7614469649651
03Training_rat06,Animal_1,Nose,Velocity (cm/s),17.157968921938302
03Training_rat12,Animal_1,Nose,Distance (cm),372.3248286707791
03Training_rat12,Animal_1,Nose,Velocity (cm/s),19.9190936157834
02Training_rat14,Animal_1,Nose,Distance (cm),785.6099685667618
02Training_rat14,Animal_1,Nose,Velocity (cm/s),19.584355130197643
03Training_rat13,Animal_1,Nose,Distance (cm),344.17191297299263
03Training_rat13,Animal_1,Nose,Velocity (cm/s),20.3279457633179
02Training_rat15,Animal_1,Nose,Distance (cm),461.8378626561131
02Training_rat15,Animal_1,Nose,Velocity (cm/s),31.131620107315733
02Training_rat01,Animal_1,Nose,Distance (cm),1356.7177619668305
02Training_rat01,Animal_1,Nose,Velocity (cm/s),14.320610800524914
03Training_rat07,Animal_1,Nose,Distance (cm),972.4490540734139
03Training_rat07,Animal_1,Nose,Velocity (cm/s),16.82017386509003
02Training_rat29,Animal_1,Nose,Distance (cm),413.3639153450531
02Training_rat29,Animal_1,Nose,Velocity (cm/s),15.309774642409373
07Training_rat16,Animal_1,Nose,Distance (cm),629.0914410563958
07Training_rat16,Animal_1,Nose,Velocity (cm/s),9.254129333749534
06Training_rat10,Animal_1,Nose,Distance (cm),140.36603006635812
06Training_rat10,Animal_1,Nose,Velocity (cm/s),20.05229000947973
06Training_rat04,Animal_1,Nose,Distance (cm),143.2976803753128
06Training_rat04,Animal_1,Nose,Velocity (cm/s),24.9625181718455
07Training_rat02,Animal_1,Nose,Distance (cm),396.23172937105926
07Training_rat02,Animal_1,Nose,Velocity (cm/s),28.41194487081661
06Training_rat12,Animal_1,Nose,Distance (cm),91.30212125322946
06Training_rat12,Animal_1,Nose,Velocity (cm/s),2.9828789835473
07Training_rat14,Animal_1,Nose,Distance (cm),210.11441022995405
07Training_rat14,Animal_1,Nose,Velocity (cm/s),28.329576084564053
06Training_rat06,Animal_1,Nose,Distance (cm),2701.2241623189793
06Training_rat06,Animal_1,Nose,Velocity (cm/s),23.93336732243169
07Training_rat28,Animal_1,Nose,Distance (cm),4.196693352338996
07Training_rat28,Animal_1,Nose,Velocity (cm/s),0.11990552435254274
02Training_rat17,Animal_1,Nose,Distance (cm),517.7682618224934
02Training_rat17,Animal_1,Nose,Velocity (cm/s),20.149069526360847
03Training_rat11,Animal_1,Nose,Distance (cm),245.31288054683577
03Training_rat11,Animal_1,Nose,Velocity (cm/s),22.73595291919941
03Training_rat05,Animal_1,Nose,Distance (cm),555.2859918327981
03Training_rat05,Animal_1,Nose,Velocity (cm/s),23.308102732815822
02Training_rat03,Animal_1,Nose,Distance (cm),819.6599622554153
02Training_rat03,Animal_1,Nose,Velocity (cm/s),15.671438467235964
03Training_rat04,Animal_1,Nose,Distance (cm),184.98870921358736
03Training_rat04,Animal_1,Nose,Velocity (cm/s),23.188029754407623
02Training_rat02,Animal_1,Nose,Distance (cm),824.9880118627709
02Training_rat02,Animal_1,Nose,Velocity (cm/s),20.642863688106058
02Training_rat16,Animal_1,Nose,Distance (cm),541.4833699469086
02Training_rat16,Animal_1,Nose,Velocity (cm/s),16.79011176873797
03Training_rat10,Animal_1,Nose,Distance (cm),437.77588708486246
03Training_rat10,Animal_1,Nose,Velocity (cm/s),14.061804898380194
07Training_rat29,Animal_1,Nose,Distance (cm),999.7006556011866
07Training_rat29,Animal_1,Nose,Velocity (cm/s),10.381802422471374
07Training_rat01,Animal_1,Nose,Distance (cm),1257.6804873285412
07Training_rat01,Animal_1,Nose,Velocity (cm/s),15.371492168491702
06Training_rat07,Animal_1,Nose,Distance (cm),456.92044201940564
06Training_rat07,Animal_1,Nose,Velocity (cm/s),21.988036709870897
06Training_rat13,Animal_1,Nose,Distance (cm),193.5573913451878
06Training_rat13,Animal_1,Nose,Velocity (cm/s),24.3911169741072
07Training_rat15,Animal_1,Nose,Distance (cm),640.3229774999643
07Training_rat15,Animal_1,Nose,Velocity (cm/s),19.403726590908008
07Training_rat11,Animal_1,Nose,Distance (cm),707.9411859532744
07Training_rat11,Animal_1,Nose,Velocity (cm/s),18.336621222050017
06Training_rat17,Animal_1,Nose,Distance (cm),401.9685355941418
06Training_rat17,Animal_1,Nose,Velocity (cm/s),22.20966807312115
06Training_rat03,Animal_1,Nose,Distance (cm),609.6306109944151
06Training_rat03,Animal_1,Nose,Velocity (cm/s),12.95057862895043
07Training_rat05,Animal_1,Nose,Distance (cm),439.7847217834043
07Training_rat05,Animal_1,Nose,Velocity (cm/s),22.14676605498858
03Training_rat14,Animal_1,Nose,Distance (cm),285.1090513555744
03Training_rat14,Animal_1,Nose,Velocity (cm/s),17.99059573288021
02Training_rat12,Animal_1,Nose,Distance (cm),549.4745202008785
02Training_rat12,Animal_1,Nose,Velocity (cm/s),17.724984522608985
02Training_rat06,Animal_1,Nose,Distance (cm),931.7846463103917
02Training_rat06,Animal_1,Nose,Velocity (cm/s),17.751558860511217
03Training_rat28,Animal_1,Nose,Distance (cm),877.9073993235868
03Training_rat28,Animal_1,Nose,Velocity (cm/s),16.715214849182793
03Training_rat29,Animal_1,Nose,Distance (cm),452.63394408045633
03Training_rat29,Animal_1,Nose,Velocity (cm/s),14.624694741480118
02Training_rat07,Animal_1,Nose,Distance (cm),393.56457439694464
02Training_rat07,Animal_1,Nose,Velocity (cm/s),22.02880954346801
03Training_rat01,Animal_1,Nose,Distance (cm),1439.689408921855
03Training_rat01,Animal_1,Nose,Velocity (cm/s),13.142896981885144
03Training_rat15,Animal_1,Nose,Distance (cm),234.28996692158208
03Training_rat15,Animal_1,Nose,Velocity (cm/s),21.467190700160018
02Training_rat13,Animal_1,Nose,Distance (cm),962.0419716425006
02Training_rat13,Animal_1,Nose,Velocity (cm/s),17.20355174721336
06Training_rat02,Animal_1,Nose,Distance (cm),587.4446258554772
06Training_rat02,Animal_1,Nose,Velocity (cm/s),15.805765320340447
07Training_rat04,Animal_1,Nose,Distance (cm),185.08270936647642
07Training_rat04,Animal_1,Nose,Velocity (cm/s),31.05867274359842
07Training_rat10,Animal_1,Nose,Distance (cm),427.04651092256853
07Training_rat10,Animal_1,Nose,Velocity (cm/s),18.88297324382407
06Training_rat16,Animal_1,Nose,Distance (cm),485.0649751823814
06Training_rat16,Animal_1,Nose,Velocity (cm/s),11.666784971178382
06Training_rat28,Animal_1,Nose,Distance (cm),268.2750357797896
06Training_rat28,Animal_1,Nose,Velocity (cm/s),22.98354843226222
07Training_rat06,Animal_1,Nose,Distance (cm),224.8669573025159
07Training_rat06,Animal_1,Nose,Velocity (cm/s),14.157005015707275
06Training_rat14,Animal_1,Nose,Distance (cm),478.4213513695398
06Training_rat14,Animal_1,Nose,Velocity (cm/s),19.136854054781594
07Training_rat12,Animal_1,Nose,Distance (cm),827.882314729015
07Training_rat12,Animal_1,Nose,Velocity (cm/s),20.25047099033338
03Training_rat03,Animal_1,Nose,Distance (cm),405.6034958668272
03Training_rat03,Animal_1,Nose,Velocity (cm/s),9.21826126970062
02Training_rat05,Animal_1,Nose,Distance (cm),296.2110876156401
02Training_rat05,Animal_1,Nose,Velocity (cm/s),17.708726129297272
02Training_rat11,Animal_1,Nose,Distance (cm),421.7889516700902
02Training_rat11,Animal_1,Nose,Velocity (cm/s),19.228608756586826
03Training_rat17,Animal_1,Nose,Distance (cm),1272.3137314996359
03Training_rat17,Animal_1,Nose,Velocity (cm/s),22.36987901312519
02Training_rat10,Animal_1,Nose,Distance (cm),3427.2440951606704
02Training_rat10,Animal_1,Nose,Velocity (cm/s),24.361883921391925
03Training_rat16,Animal_1,Nose,Distance (cm),629.5043975750149
03Training_rat16,Animal_1,Nose,Velocity (cm/s),21.80413858209294
03Training_rat02,Animal_1,Nose,Distance (cm),471.4804246421774
03Training_rat02,Animal_1,Nose,Velocity (cm/s),17.772062569986716
02Training_rat04,Animal_1,Nose,Distance (cm),3195.5783313777547
02Training_rat04,Animal_1,Nose,Velocity (cm/s),17.952687254931206
06Training_rat15,Animal_1,Nose,Distance (cm),168.75555453041966
06Training_rat15,Animal_1,Nose,Velocity (cm/s),19.041971628208543
07Training_rat13,Animal_1,Nose,Distance (cm),434.7678847806809
07Training_rat13,Animal_1,Nose,Velocity (cm/s),72.89365160608715
07Training_rat07,Animal_1,Nose,Distance (cm),225.71472290287207
07Training_rat07,Animal_1,Nose,Velocity (cm/s),47.287964337465084
06Training_rat01,Animal_1,Nose,Distance (cm),2361.996341560234
06Training_rat01,Animal_1,Nose,Velocity (cm/s),13.069934730718773
06Training_rat29,Animal_1,Nose,Distance (cm),340.9977645586324
06Training_rat29,Animal_1,Nose,Velocity (cm/s),24.960851800153286
Test_rat28,Animal_1,Nose,Distance (cm),1606.8098013808938
Test_rat28,Animal_1,Nose,Velocity (cm/s),18.141191355335742
Test_rat14,Animal_1,Nose,Distance (cm),1685.3547442989839
Test_rat14,Animal_1,Nose,Velocity (cm/s),19.193969970149606
04Training_rat11,Animal_1,Nose,Distance (cm),809.8213661572506
04Training_rat11,Animal_1,Nose,Velocity (cm/s),20.211288721933307
05Training_rat17,Animal_1,Nose,Distance (cm),579.5104363542886
05Training_rat17,Animal_1,Nose,Velocity (cm/s),26.19284879186502
05Training_rat03,Animal_1,Nose,Distance (cm),2194.8312745717953
05Training_rat03,Animal_1,Nose,Velocity (cm/s),12.941315856062294
04Training_rat05,Animal_1,Nose,Distance (cm),401.6823520624048
04Training_rat05,Animal_1,Nose,Velocity (cm/s),19.273209748744588
01Training_rat12,Animal_1,Nose,Distance (cm),2592.1752024968855
01Training_rat12,Animal_1,Nose,Velocity (cm/s),14.407530463368651
01Training_rat06,Animal_1,Nose,Distance (cm),1246.0670865530512
01Training_rat06,Animal_1,Nose,Velocity (cm/s),19.899065148209246
10Training_rat32,Animal_1,Nose,Distance (cm),566.7619084792798
10Training_rat32,Animal_1,Nose,Velocity (cm/s),26.05680677549352
10Training_rat26,Animal_1,Nose,Distance (cm),970.3475458879741
10Training_rat26,Animal_1,Nose,Velocity (cm/s),22.70795404858442
09Training_rat18,Animal_1,Nose,Distance (cm),348.7575031920848
09Training_rat18,Animal_1,Nose,Velocity (cm/s),26.827500245544986
09Training_rat24,Animal_1,Nose,Distance (cm),150.89600699292876
09Training_rat24,Animal_1,Nose,Velocity (cm/s),19.055026513697257
08Training_rat22,Animal_1,Nose,Distance (cm),469.95137865004307
08Training_rat22,Animal_1,Nose,Velocity (cm/s),12.367141543422184
09Training_rat30,Animal_1,Nose,Distance (cm),156.31927009262844
09Training_rat30,Animal_1,Nose,Velocity (cm/s),21.232460953536034
09Training_rat31,Animal_1,Nose,Distance (cm),244.87704296900512
09Training_rat31,Animal_1,Nose,Velocity (cm/s),18.905193513621928
09Training_rat25,Animal_1,Nose,Distance (cm),2542.4581179847623
09Training_rat25,Animal_1,Nose,Velocity (cm/s),14.067504248853364
08Training_rat23,Animal_1,Nose,Distance (cm),480.7038517291547
08Training_rat23,Animal_1,Nose,Velocity (cm/s),24.11314960428957
09Training_rat19,Animal_1,Nose,Distance (cm),173.09988523983696
09Training_rat19,Animal_1,Nose,Velocity (cm/s),17.598624848833506
10Training_rat27,Animal_1,Nose,Distance (cm),379.2566719246732
10Training_rat27,Animal_1,Nose,Velocity (cm/s),20.031537286514936
01Training_rat07,Animal_1,Nose,Distance (cm),163.6757647575536
01Training_rat07,Animal_1,Nose,Velocity (cm/s),15.115481809161851
01Training_rat13,Animal_1,Nose,Distance (cm),718.6577775327114
01Training_rat13,Animal_1,Nose,Velocity (cm/s),19.078194328386846
05Training_rat02,Animal_1,Nose,Distance (cm),988.7442360697236
05Training_rat02,Animal_1,Nose,Velocity (cm/s),15.691719439843725
04Training_rat04,Animal_1,Nose,Distance (cm),453.7591074065293
04Training_rat04,Animal_1,Nose,Velocity (cm/s),15.713917554259657
Test_rat01,Animal_1,Nose,Distance (cm),1870.1288980263514
Test_rat01,Animal_1,Nose,Velocity (cm/s),20.76413902247032
04Training_rat10,Animal_1,Nose,Distance (cm),260.3067624708468
04Training_rat10,Animal_1,Nose,Velocity (cm/s),20.219157773867728
Test_rat15,Animal_1,Nose,Distance (cm),1596.8674506073435
Test_rat15,Animal_1,Nose,Velocity (cm/s),17.58575688598355
05Training_rat16,Animal_1,Nose,Distance (cm),364.5860121635019
05Training_rat16,Animal_1,Nose,Velocity (cm/s),20.25477845352788
Test_rat29,Animal_1,Nose,Distance (cm),858.2137025078288
Test_rat29,Animal_1,Nose,Velocity (cm/s),9.724087749780663
05Training_rat28,Animal_1,Nose,Distance (cm),942.5479684999634
05Training_rat28,Animal_1,Nose,Velocity (cm/s),21.91972019767357
Test_rat03,Animal_1,Nose,Distance (cm),1516.256879490392
Test_rat03,Animal_1,Nose,Velocity (cm/s),16.971317303552947
04Training_rat06,Animal_1,Nose,Distance (cm),1456.9150634437992
04Training_rat06,Animal_1,Nose,Velocity (cm/s),20.920768879877926
05Training_rat14,Animal_1,Nose,Distance (cm),359.75978612865345
05Training_rat14,Animal_1,Nose,Velocity (cm/s),18.934725585718606
Test_rat17,Animal_1,Nose,Distance (cm),1468.3077112569385
Test_rat17,Animal_1,Nose,Velocity (cm/s),16.4543251538203
04Training_rat12,Animal_1,Nose,Distance (cm),258.18118522797755
04Training_rat12,Animal_1,Nose,Velocity (cm/s),16.316550819780712
01Training_rat05,Animal_1,Nose,Distance (cm),276.7649293155185
01Training_rat05,Animal_1,Nose,Velocity (cm/s),16.94822540142216
01Training_rat11,Animal_1,Nose,Distance (cm),1311.4979832836284
01Training_rat11,Animal_1,Nose,Velocity (cm/s),14.735932396445262
10Training_rat19,Animal_1,Nose,Distance (cm),177.99827663310614
10Training_rat19,Animal_1,Nose,Velocity (cm/s),22.48220932877667
10Training_rat25,Animal_1,Nose,Distance (cm),2712.3669612291205
10Training_rat25,Animal_1,Nose,Velocity (cm/s),15.509504896216875
10Training_rat31,Animal_1,Nose,Distance (cm),416.8089994081194
10Training_rat31,Animal_1,Nose,Velocity (cm/s),13.91922700105893
08Training_rat09,Animal_1,Nose,Distance (cm),206.29333914253908
08Training_rat09,Animal_1,Nose,Velocity (cm/s),23.930731439222697
08Training_rat21,Animal_1,Nose,Distance (cm),1661.5516103749371
08Training_rat21,Animal_1,Nose,Velocity (cm/s),14.643886410911385
09Training_rat27,Animal_1,Nose,Distance (cm),1012.2548808640734
09Training_rat27,Animal_1,Nose,Velocity (cm/s),18.075980015429884
08Training_rat20,Animal_1,Nose,Distance (cm),506.4517104782506
08Training_rat20,Animal_1,Nose,Velocity (cm/s),42.408968345572355
09Training_rat26,Animal_1,Nose,Distance (cm),327.6140642534723
09Training_rat26,Animal_1,Nose,Velocity (cm/s),23.866210863651457
09Training_rat32,Animal_1,Nose,Distance (cm),429.97293889923986
09Training_rat32,Animal_1,Nose,Velocity (cm/s),24.977449663650795
08Training_rat08,Animal_1,Nose,Distance (cm),596.1455409053808
08Training_rat08,Animal_1,Nose,Velocity (cm/s),15.762776606947677
10Training_rat30,Animal_1,Nose,Distance (cm),2258.103639165117
10Training_rat30,Animal_1,Nose,Velocity (cm/s),12.815917876321517
10Training_rat24,Animal_1,Nose,Distance (cm),138.2813255796596
10Training_rat24,Animal_1,Nose,Velocity (cm/s),28.450186909182424
10Training_rat18,Animal_1,Nose,Distance (cm),398.13790100128244
10Training_rat18,Animal_1,Nose,Velocity (cm/s),44.853269353775
01Training_rat10,Animal_1,Nose,Distance (cm),2675.655948753422
01Training_rat10,Animal_1,Nose,Velocity (cm/s),15.07634133471168
01Training_rat04,Animal_1,Nose,Distance (cm),382.3212327553039
01Training_rat04,Animal_1,Nose,Velocity (cm/s),21.629596574801827
05Training_rat15,Animal_1,Nose,Distance (cm),1084.7170492620933
05Training_rat15,Animal_1,Nose,Velocity (cm/s),20.859943255040257
04Training_rat13,Animal_1,Nose,Distance (cm),238.31487919869355
04Training_rat13,Animal_1,Nose,Velocity (cm/s),21.835294803354735
Test_rat16,Animal_1,Nose,Distance (cm),1555.5539553157125
Test_rat16,Animal_1,Nose,Velocity (cm/s),17.402670750930472
04Training_rat07,Animal_1,Nose,Distance (cm),392.7620984210332
04Training_rat07,Animal_1,Nose,Velocity (cm/s),20.340442909760306
Test_rat02,Animal_1,Nose,Distance (cm),1778.5823140770867
Test_rat02,Animal_1,Nose,Velocity (cm/s),20.08693108988704
05Training_rat01,Animal_1,Nose,Distance (cm),1976.1745810460554
05Training_rat01,Animal_1,Nose,Velocity (cm/s),10.965844156919133
05Training_rat29,Animal_1,Nose,Distance (cm),2711.5156419381265
05Training_rat29,Animal_1,Nose,Velocity (cm/s),18.08103245307718
05Training_rat05,Animal_1,Nose,Distance (cm),238.8425320162848
05Training_rat05,Animal_1,Nose,Velocity (cm/s),26.538059112920532
Test_rat06,Animal_1,Nose,Distance (cm),1974.2314238344043
Test_rat06,Animal_1,Nose,Velocity (cm/s),22.820743396917116
04Training_rat03,Animal_1,Nose,Distance (cm),939.4234198830909
04Training_rat03,Animal_1,Nose,Velocity (cm/s),11.339755284485648
Test_rat12,Animal_1,Nose,Distance (cm),1681.6365362357199
Test_rat12,Animal_1,Nose,Velocity (cm/s),18.697435636967228
04Training_rat17,Animal_1,Nose,Distance (cm),416.7295561596159
04Training_rat17,Animal_1,Nose,Velocity (cm/s),32.41299084410845
05Training_rat11,Animal_1,Nose,Distance (cm),1356.3577506062807
05Training_rat11,Animal_1,Nose,Velocity (cm/s),19.394157709870733
01Training_rat28,Animal_1,Nose,Distance (cm),524.2226633979499
01Training_rat28,Animal_1,Nose,Velocity (cm/s),13.499218194495342
01Training_rat14,Animal_1,Nose,Distance (cm),676.4326665609625
01Training_rat14,Animal_1,Nose,Velocity (cm/s),16.660654104296427
10Training_rat20,Animal_1,Nose,Distance (cm),520.0086680226508
10Training_rat20,Animal_1,Nose,Velocity (cm/s),37.19048078078243
10Training_rat08,Animal_1,Nose,Distance (cm),167.59557747201887
10Training_rat08,Animal_1,Nose,Velocity (cm/s),12.96348729768072
08Training_rat30,Animal_1,Nose,Distance (cm),413.25175174923845
08Training_rat30,Animal_1,Nose,Velocity (cm/s),21.224390448221595
09Training_rat22,Animal_1,Nose,Distance (cm),146.32763769751307
09Training_rat22,Animal_1,Nose,Velocity (cm/s),14.632763769751307
08Training_rat24,Animal_1,Nose,Distance (cm),371.7704839841989
08Training_rat24,Animal_1,Nose,Velocity (cm/s),20.81817330318691
08Training_rat18,Animal_1,Nose,Distance (cm),1785.6282818368504
08Training_rat18,Animal_1,Nose,Velocity (cm/s),16.535740064715934
08Training_rat19,Animal_1,Nose,Distance (cm),2947.9575863011955
08Training_rat19,Animal_1,Nose,Velocity (cm/s),16.50823532856349
09Training_rat23,Animal_1,Nose,Distance (cm),163.81669253273338
09Training_rat23,Animal_1,Nose,Velocity (cm/s),18.786382594543888
08Training_rat25,Animal_1,Nose,Distance (cm),1809.53632466097
08Training_rat25,Animal_1,Nose,Velocity (cm/s),10.011292948659277
08Training_rat31,Animal_1,Nose,Distance (cm),128.29245813750111
08Training_rat31,Animal_1,Nose,Velocity (cm/s),16.443046347115544
10Training_rat09,Animal_1,Nose,Distance (cm),182.92172678576617
10Training_rat09,Animal_1,Nose,Velocity (cm/s),47.02219844387124
10Training_rat21,Animal_1,Nose,Distance (cm),267.81950001456966
10Training_rat21,Animal_1,Nose,Velocity (cm/s),13.4566162388697
01Training_rat15,Animal_1,Nose,Distance (cm),204.43383183140176
01Training_rat15,Animal_1,Nose,Velocity (cm/s),16.493625266799373
01Training_rat01,Animal_1,Nose,Distance (cm),925.2110065307301
01Training_rat01,Animal_1,Nose,Velocity (cm/s),12.861680305178494
01Training_rat29,Animal_1,Nose,Distance (cm),700.9426474973623
01Training_rat29,Animal_1,Nose,Velocity (cm/s),24.201369411031266
04Training_rat16,Animal_1,Nose,Distance (cm),823.8599744254127
04Training_rat16,Animal_1,Nose,Velocity (cm/s),15.544527819347405
Test_rat13,Animal_1,Nose,Distance (cm),1226.908828678817
Test_rat13,Animal_1,Nose,Velocity (cm/s),13.482514600866123
05Training_rat10,Animal_1,Nose,Distance (cm),612.3731615315797
05Training_rat10,Animal_1,Nose,Velocity (cm/s),22.68048746413258
05Training_rat04,Animal_1,Nose,Distance (cm),26.02008904282902
05Training_rat04,Animal_1,Nose,Velocity (cm/s),4.338470617551293
04Training_rat02,Animal_1,Nose,Distance (cm),225.98260008641296
04Training_rat02,Animal_1,Nose,Velocity (cm/s),23.77910203254744
Test_rat07,Animal_1,Nose,Distance (cm),1658.137880094281
Test_rat07,Animal_1,Nose,Velocity (cm/s),18.497313116019328
05Training_rat12,Animal_1,Nose,Distance (cm),274.15389261861975
05Training_rat12,Animal_1,Nose,Velocity (cm/s),14.42915224308525
Test_rat11,Animal_1,Nose,Distance (cm),1545.2288385701884
Test_rat11,Animal_1,Nose,Velocity (cm/s),17.459575073130367
04Training_rat14,Animal_1,Nose,Distance (cm),361.6299012150624
04Training_rat14,Animal_1,Nose,Velocity (cm/s),19.033152695529598
Test_rat05,Animal_1,Nose,Distance (cm),1734.8147710617527
Test_rat05,Animal_1,Nose,Velocity (cm/s),19.448340896171178
05Training_rat06,Animal_1,Nose,Distance (cm),736.5546109283982
05Training_rat06,Animal_1,Nose,Velocity (cm/s),14.187895239906148
04Training_rat28,Animal_1,Nose,Distance (cm),207.9812806235364
04Training_rat28,Animal_1,Nose,Velocity (cm/s),22.16081026551142
01Training_rat17,Animal_1,Nose,Distance (cm),2.469200924661927
01Training_rat17,Animal_1,Nose,Velocity (cm/s),0.15822147498317807
01Training_rat03,Animal_1,Nose,Distance (cm),1080.0238614584052
01Training_rat03,Animal_1,Nose,Velocity (cm/s),18.313073381351654
10Training_rat23,Animal_1,Nose,Distance (cm),531.598453751803
10Training_rat23,Animal_1,Nose,Velocity (cm/s),17.783390907711496
08Training_rat27,Animal_1,Nose,Distance (cm),265.6525404490195
08Training_rat27,Animal_1,Nose,Velocity (cm/s),37.921430344998996
09Training_rat21,Animal_1,Nose,Distance (cm),1095.0719929140737
09Training_rat21,Animal_1,Nose,Velocity (cm/s),14.656814297244942
09Training_rat09,Animal_1,Nose,Distance (cm),568.2271907627253
09Training_rat09,Animal_1,Nose,Velocity (cm/s),17.931786827838604
09Training_rat08,Animal_1,Nose,Distance (cm),1818.9261526040875
09Training_rat08,Animal_1,Nose,Velocity (cm/s),13.001885845737249
08Training_rat32,Animal_1,Nose,Distance (cm),314.619429686149
08Training_rat32,Animal_1,Nose,Velocity (cm/s),60.704454546330254
08Training_rat26,Animal_1,Nose,Distance (cm),194.38611653316008
08Training_rat26,Animal_1,Nose,Velocity (cm/s),52.0147197385989
09Training_rat20,Animal_1,Nose,Distance (cm),595.1624129129096
09Training_rat20,Animal_1,Nose,Velocity (cm/s),16.09079654880493
10Training_rat22,Animal_1,Nose,Distance (cm),451.6760597163325
10Training_rat22,Animal_1,Nose,Velocity (cm/s),17.528289725948294
01Training_rat02,Animal_1,Nose,Distance (cm),1245.3875766411554
01Training_rat02,Animal_1,Nose,Velocity (cm/s),6.94850242030821
01Training_rat16,Animal_1,Nose,Distance (cm),350.8323360542129
01Training_rat16,Animal_1,Nose,Velocity (cm/s),14.712741065637404
04Training_rat29,Animal_1,Nose,Distance (cm),243.34197658062118
04Training_rat29,Animal_1,Nose,Velocity (cm/s),14.477240981040607
04Training_rat01,Animal_1,Nose,Distance (cm),2540.9908286934983
04Training_rat01,Animal_1,Nose,Velocity (cm/s),14.074889264964984
Test_rat04,Animal_1,Nose,Distance (cm),1613.900203416355
Test_rat04,Animal_1,Nose,Velocity (cm/s),18.029080666111785
05Training_rat07,Animal_1,Nose,Distance (cm),298.3577162856411
05Training_rat07,Animal_1,Nose,Velocity (cm/s),18.12796906772671
05Training_rat13,Animal_1,Nose,Distance (cm),172.40169911347664
05Training_rat13,Animal_1,Nose,Velocity (cm/s),17.240169911347667
04Training_rat15,Animal_1,Nose,Distance (cm),863.3010408020776
04Training_rat15,Animal_1,Nose,Velocity (cm/s),24.665744022916506
Test_rat10,Animal_1,Nose,Distance (cm),1708.173315483583
Test_rat10,Animal_1,Nose,Velocity (cm/s),18.77113533498443
