VIDEO,ANIMAL,BODY-PART,MEASUREMENT,VALUE
02Training_rat28,Animal_1,Center,Velocity (cm/s),12.037129083475042
03Training_rat06,Animal_1,Center,Distance (cm),207.8465045693756
03Training_rat06,Animal_1,Center,Velocity (cm/s),12.316884860392397
03Training_rat12,Animal_1,Center,Distance (cm),262.87616257229695
03Training_rat12,Animal_1,Center,Velocity (cm/s),14.291487952126921
02Training_rat14,Animal_1,Center,Distance (cm),538.0163648211417
02Training_rat14,Animal_1,Center,Velocity (cm/s),13.540583670829175
03Training_rat13,Animal_1,Center,Distance (cm),243.7303752430474
03Training_rat13,Animal_1,Center,Velocity (cm/s),15.444223462779448
02Training_rat15,Animal_1,Center,Distance (cm),266.7604129116602
02Training_rat15,Animal_1,Center,Velocity (cm/s),17.803277607769346
02Training_rat01,Animal_1,Center,Distance (cm),729.9057406823496
02Training_rat01,Animal_1,Center,Velocity (cm/s),7.7353320285244465
03Training_rat07,Animal_1,Center,Distance (cm),576.512649201545
03Training_rat07,Animal_1,Center,Velocity (cm/s),10.129498940249002
02Training_rat29,Animal_1,Center,Distance (cm),302.2780094631356
02Training_rat29,Animal_1,Center,Velocity (cm/s),11.3441106512546
07Training_rat16,Animal_1,Center,Distance (cm),342.7938957560725
07Training_rat16,Animal_1,Center,Velocity (cm/s),5.042540653996893
06Training_rat10,Animal_1,Center,Distance (cm),102.48994459503672
06Training_rat10,Animal_1,Center,Velocity (cm/s),14.945185118093283
06Training_rat04,Animal_1,Center,Distance (cm),99.29358225959892
06Training_rat04,Animal_1,Center,Velocity (cm/s),17.24645329318344
07Training_rat02,Animal_1,Center,Distance (cm),341.74044927994385
07Training_rat02,Animal_1,Center,Velocity (cm/s),24.998530978277056
06Training_rat12,Animal_1,Center,Distance (cm),383.59136871119017
06Training_rat12,Animal_1,Center,Velocity (cm/s),12.479564742047797
07Training_rat14,Animal_1,Center,Distance (cm),90.88905763317639
07Training_rat14,Animal_1,Center,Velocity (cm/s),11.55756026284844
06Training_rat06,Animal_1,Center,Distance (cm),1787.1850404137108
06Training_rat06,Animal_1,Center,Velocity (cm/s),16.696844724675213
07Training_rat28,Animal_1,Center,Distance (cm),331.0909971701054
07Training_rat28,Animal_1,Center,Velocity (cm/s),10.952597727293977
02Training_rat17,Animal_1,Center,Distance (cm),344.4763806728364
02Training_rat17,Animal_1,Center,Velocity (cm/s),13.49951686350889
03Training_rat11,Animal_1,Center,Distance (cm),167.10071891102882
03Training_rat11,Animal_1,Center,Velocity (cm/s),15.62488625546773
03Training_rat05,Animal_1,Center,Distance (cm),352.5274021398601
03Training_rat05,Animal_1,Center,Velocity (cm/s),16.318263594486286
02Training_rat03,Animal_1,Center,Distance (cm),382.4913176715428
02Training_rat03,Animal_1,Center,Velocity (cm/s),7.3529894166490255
03Training_rat04,Animal_1,Center,Distance (cm),95.62751445164479
03Training_rat04,Animal_1,Center,Velocity (cm/s),13.832462575338226
02Training_rat02,Animal_1,Center,Distance (cm),424.9355824456604
02Training_rat02,Animal_1,Center,Velocity (cm/s),10.874910399692046
02Training_rat16,Animal_1,Center,Distance (cm),349.1541010181203
02Training_rat16,Animal_1,Center,Velocity (cm/s),11.055560420576633
03Training_rat10,Animal_1,Center,Distance (cm),226.01631966394575
03Training_rat10,Animal_1,Center,Velocity (cm/s),7.3476259775609485
07Training_rat29,Animal_1,Center,Distance (cm),878.6261114495376
07Training_rat29,Animal_1,Center,Velocity (cm/s),8.965572565811607
07Training_rat01,Animal_1,Center,Distance (cm),734.7859669332852
07Training_rat01,Animal_1,Center,Velocity (cm/s),9.15268441846695
06Training_rat07,Animal_1,Center,Distance (cm),309.8221214968672
06Training_rat07,Animal_1,Center,Velocity (cm/s),14.953731502375769
06Training_rat13,Animal_1,Center,Distance (cm),107.7490799041969
06Training_rat13,Animal_1,Center,Velocity (cm/s),16.090618754308732
07Training_rat15,Animal_1,Center,Distance (cm),404.93806531694156
07Training_rat15,Animal_1,Center,Velocity (cm/s),12.724032244345057
07Training_rat11,Animal_1,Center,Distance (cm),431.1471456909826
07Training_rat11,Animal_1,Center,Velocity (cm/s),11.455720787732545
06Training_rat17,Animal_1,Center,Distance (cm),212.2672851016278
06Training_rat17,Animal_1,Center,Velocity (cm/s),12.217280743023805
06Training_rat03,Animal_1,Center,Distance (cm),410.14873507702805
06Training_rat03,Animal_1,Center,Velocity (cm/s),8.235601278728351
07Training_rat05,Animal_1,Center,Distance (cm),301.75270007336366
07Training_rat05,Animal_1,Center,Velocity (cm/s),15.429258474202777
03Training_rat14,Animal_1,Center,Distance (cm),183.08598931500183
03Training_rat14,Animal_1,Center,Velocity (cm/s),12.446513380728934
02Training_rat12,Animal_1,Center,Distance (cm),333.77442661120125
02Training_rat12,Animal_1,Center,Velocity (cm/s),11.445657858320141
02Training_rat06,Animal_1,Center,Distance (cm),620.7884605247398
02Training_rat06,Animal_1,Center,Velocity (cm/s),12.091446385628256
03Training_rat28,Animal_1,Center,Distance (cm),732.6145649386643
03Training_rat28,Animal_1,Center,Velocity (cm/s),14.489846492794358
03Training_rat29,Animal_1,Center,Distance (cm),329.0881762354415
03Training_rat29,Animal_1,Center,Velocity (cm/s),10.663087199910246
02Training_rat07,Animal_1,Center,Distance (cm),284.9843707206771
02Training_rat07,Animal_1,Center,Velocity (cm/s),20.46465481741211
03Training_rat01,Animal_1,Center,Distance (cm),762.7981377976588
03Training_rat01,Animal_1,Center,Velocity (cm/s),6.97874573147338
03Training_rat15,Animal_1,Center,Distance (cm),193.7575377928566
03Training_rat15,Animal_1,Center,Velocity (cm/s),17.828003013073022
02Training_rat13,Animal_1,Center,Distance (cm),594.2081726918751
02Training_rat13,Animal_1,Center,Velocity (cm/s),10.539921173284467
06Training_rat02,Animal_1,Center,Distance (cm),443.83206289913977
06Training_rat02,Animal_1,Center,Velocity (cm/s),11.8531858589708
07Training_rat04,Animal_1,Center,Distance (cm),101.44009670504377
07Training_rat04,Animal_1,Center,Velocity (cm/s),17.527337287960403
07Training_rat10,Animal_1,Center,Distance (cm),234.50827087673784
07Training_rat10,Animal_1,Center,Velocity (cm/s),10.726715965612097
06Training_rat16,Animal_1,Center,Distance (cm),272.7065363319997
06Training_rat16,Animal_1,Center,Velocity (cm/s),6.72865420953007
06Training_rat28,Animal_1,Center,Distance (cm),148.91213408073443
06Training_rat28,Animal_1,Center,Velocity (cm/s),12.81405369432293
07Training_rat06,Animal_1,Center,Distance (cm),136.0292471269216
07Training_rat06,Animal_1,Center,Velocity (cm/s),8.618339129538146
06Training_rat14,Animal_1,Center,Distance (cm),323.2082863486768
06Training_rat14,Animal_1,Center,Velocity (cm/s),12.953145737915897
07Training_rat12,Animal_1,Center,Distance (cm),736.6310575838498
07Training_rat12,Animal_1,Center,Velocity (cm/s),18.061492408469313
03Training_rat03,Animal_1,Center,Distance (cm),317.11690887274233
03Training_rat03,Animal_1,Center,Velocity (cm/s),11.152591009320133
02Training_rat05,Animal_1,Center,Distance (cm),196.76350744725963
02Training_rat05,Animal_1,Center,Velocity (cm/s),12.410623686092464
02Training_rat11,Animal_1,Center,Distance (cm),228.2373970891519
02Training_rat11,Animal_1,Center,Velocity (cm/s),10.496041757120388
03Training_rat17,Animal_1,Center,Distance (cm),734.9486619793381
03Training_rat17,Animal_1,Center,Velocity (cm/s),13.03404639597553
02Training_rat10,Animal_1,Center,Distance (cm),1668.4478509615935
02Training_rat10,Animal_1,Center,Velocity (cm/s),11.889837705512884
03Training_rat16,Animal_1,Center,Distance (cm),461.12561693013794
03Training_rat16,Animal_1,Center,Velocity (cm/s),16.264776118073794
03Training_rat02,Animal_1,Center,Distance (cm),285.2103572794364
03Training_rat02,Animal_1,Center,Velocity (cm/s),11.244118674861468
02Training_rat04,Animal_1,Center,Distance (cm),2042.7484421724541
02Training_rat04,Animal_1,Center,Velocity (cm/s),11.696529228807542
06Training_rat15,Animal_1,Center,Distance (cm),112.22835167730587
06Training_rat15,Animal_1,Center,Velocity (cm/s),14.18813474168283
07Training_rat13,Animal_1,Center,Distance (cm),119.88313221389953
07Training_rat13,Animal_1,Center,Velocity (cm/s),17.295969946998206
07Training_rat07,Animal_1,Center,Distance (cm),72.87887564258176
07Training_rat07,Animal_1,Center,Velocity (cm/s),15.8981591291434
06Training_rat01,Animal_1,Center,Distance (cm),1093.5040736757614
06Training_rat01,Animal_1,Center,Velocity (cm/s),6.085369597624249
06Training_rat29,Animal_1,Center,Distance (cm),240.16322915954817
06Training_rat29,Animal_1,Center,Velocity (cm/s),17.18745439586865
Test_rat28,Animal_1,Center,Distance (cm),826.5112580741057
Test_rat28,Animal_1,Center,Velocity (cm/s),9.19504551604997
Test_rat14,Animal_1,Center,Distance (cm),1016.9449573973034
Test_rat14,Animal_1,Center,Velocity (cm/s),11.767818268350544
04Training_rat11,Animal_1,Center,Distance (cm),450.9447004329613
04Training_rat11,Animal_1,Center,Velocity (cm/s),11.117887007411484
05Training_rat17,Animal_1,Center,Distance (cm),393.1340744404667
05Training_rat17,Animal_1,Center,Velocity (cm/s),16.39002824067003
05Training_rat03,Animal_1,Center,Distance (cm),1088.5276960796314
05Training_rat03,Animal_1,Center,Velocity (cm/s),6.411794101534232
04Training_rat05,Animal_1,Center,Distance (cm),304.1038135783846
04Training_rat05,Animal_1,Center,Velocity (cm/s),15.22870490306091
01Training_rat12,Animal_1,Center,Distance (cm),1272.292178842887
01Training_rat12,Animal_1,Center,Velocity (cm/s),7.279253536885467
01Training_rat06,Animal_1,Center,Distance (cm),837.4912835614316
01Training_rat06,Animal_1,Center,Velocity (cm/s),13.856752713098983
10Training_rat32,Animal_1,Center,Distance (cm),375.4399070768005
10Training_rat32,Animal_1,Center,Velocity (cm/s),18.04053361266663
10Training_rat26,Animal_1,Center,Distance (cm),561.9662202211389
10Training_rat26,Animal_1,Center,Velocity (cm/s),12.101330037265296
09Training_rat18,Animal_1,Center,Distance (cm),283.2825907383471
09Training_rat18,Animal_1,Center,Velocity (cm/s),22.07183730679731
09Training_rat24,Animal_1,Center,Distance (cm),114.36617645444012
09Training_rat24,Animal_1,Center,Velocity (cm/s),19.26285862134083
08Training_rat22,Animal_1,Center,Distance (cm),305.7969830349021
08Training_rat22,Animal_1,Center,Velocity (cm/s),8.50530047522066
09Training_rat30,Animal_1,Center,Distance (cm),83.61836706109663
09Training_rat30,Animal_1,Center,Velocity (cm/s),18.54931946871135
09Training_rat31,Animal_1,Center,Distance (cm),157.61384078583873
09Training_rat31,Animal_1,Center,Velocity (cm/s),12.552312620282647
09Training_rat25,Animal_1,Center,Distance (cm),1991.0702153317895
09Training_rat25,Animal_1,Center,Velocity (cm/s),11.78378029365097
08Training_rat23,Animal_1,Center,Distance (cm),315.5137059905799
08Training_rat23,Animal_1,Center,Velocity (cm/s),15.806297709111295
09Training_rat19,Animal_1,Center,Distance (cm),142.91085211860613
09Training_rat19,Animal_1,Center,Velocity (cm/s),15.257403734017226
10Training_rat27,Animal_1,Center,Distance (cm),288.91995056597216
10Training_rat27,Animal_1,Center,Velocity (cm/s),15.284289880534022
01Training_rat07,Animal_1,Center,Distance (cm),112.48824188826691
01Training_rat07,Animal_1,Center,Velocity (cm/s),12.200000246204832
01Training_rat13,Animal_1,Center,Distance (cm),391.56143386293286
01Training_rat13,Animal_1,Center,Velocity (cm/s),12.236294808216652
05Training_rat02,Animal_1,Center,Distance (cm),553.9161623878829
05Training_rat02,Animal_1,Center,Velocity (cm/s),8.572060266389173
04Training_rat04,Animal_1,Center,Distance (cm),310.52228234989957
04Training_rat04,Animal_1,Center,Velocity (cm/s),11.328661477925653
Test_rat01,Animal_1,Center,Distance (cm),912.16258009393
Test_rat01,Animal_1,Center,Velocity (cm/s),10.686705150146516
04Training_rat10,Animal_1,Center,Distance (cm),194.46778042390332
04Training_rat10,Animal_1,Center,Velocity (cm/s),16.688626883250613
Test_rat15,Animal_1,Center,Distance (cm),1070.2268806156883
Test_rat15,Animal_1,Center,Velocity (cm/s),12.026014699423344
05Training_rat16,Animal_1,Center,Distance (cm),231.73746276899365
05Training_rat16,Animal_1,Center,Velocity (cm/s),13.30781976226611
Test_rat29,Animal_1,Center,Distance (cm),921.6523122901581
Test_rat29,Animal_1,Center,Velocity (cm/s),10.242324253672617
05Training_rat28,Animal_1,Center,Distance (cm),582.3106552285143
05Training_rat28,Animal_1,Center,Velocity (cm/s),16.154230668252122
Test_rat03,Animal_1,Center,Distance (cm),877.8680044969906
Test_rat03,Animal_1,Center,Velocity (cm/s),9.869214873909675
04Training_rat06,Animal_1,Center,Distance (cm),1001.4048281882791
04Training_rat06,Animal_1,Center,Velocity (cm/s),14.99413055785769
05Training_rat14,Animal_1,Center,Distance (cm),262.3085533003049
05Training_rat14,Animal_1,Center,Velocity (cm/s),15.471374780805286
Test_rat17,Animal_1,Center,Distance (cm),929.6044059700205
Test_rat17,Animal_1,Center,Velocity (cm/s),10.359879231027405
04Training_rat12,Animal_1,Center,Distance (cm),199.29133189819038
04Training_rat12,Animal_1,Center,Velocity (cm/s),13.354948212896307
01Training_rat05,Animal_1,Center,Distance (cm),174.73926549690717
01Training_rat05,Animal_1,Center,Velocity (cm/s),11.253368735609332
01Training_rat11,Animal_1,Center,Distance (cm),797.5901707720262
01Training_rat11,Animal_1,Center,Velocity (cm/s),9.153812733738576
10Training_rat19,Animal_1,Center,Distance (cm),126.55038307150885
10Training_rat19,Animal_1,Center,Velocity (cm/s),16.39154316414678
10Training_rat25,Animal_1,Center,Distance (cm),1696.1087402476537
10Training_rat25,Animal_1,Center,Velocity (cm/s),10.414661577040569
10Training_rat31,Animal_1,Center,Distance (cm),230.45752481390778
10Training_rat31,Animal_1,Center,Velocity (cm/s),7.805803238497786
08Training_rat09,Animal_1,Center,Distance (cm),92.0235507436265
08Training_rat09,Animal_1,Center,Velocity (cm/s),11.279802280851138
08Training_rat21,Animal_1,Center,Distance (cm),1063.4516047069978
08Training_rat21,Animal_1,Center,Velocity (cm/s),9.577906989951755
09Training_rat27,Animal_1,Center,Distance (cm),538.903745053263
09Training_rat27,Animal_1,Center,Velocity (cm/s),9.686152996438308
08Training_rat20,Animal_1,Center,Distance (cm),315.07731547826677
08Training_rat20,Animal_1,Center,Velocity (cm/s),28.64339231620607
09Training_rat26,Animal_1,Center,Distance (cm),208.47395373995997
09Training_rat26,Animal_1,Center,Velocity (cm/s),15.172096844697275
09Training_rat32,Animal_1,Center,Distance (cm),190.41018918083267
09Training_rat32,Animal_1,Center,Velocity (cm/s),12.673779690190909
08Training_rat08,Animal_1,Center,Distance (cm),430.05557554874196
08Training_rat08,Animal_1,Center,Velocity (cm/s),11.340093518581783
10Training_rat30,Animal_1,Center,Distance (cm),1255.6613406156428
10Training_rat30,Animal_1,Center,Velocity (cm/s),7.139310257873112
10Training_rat24,Animal_1,Center,Distance (cm),103.58882725455408
10Training_rat24,Animal_1,Center,Velocity (cm/s),35.151129966596166
10Training_rat18,Animal_1,Center,Distance (cm),269.32192363432375
10Training_rat18,Animal_1,Center,Velocity (cm/s),29.66609863940831
01Training_rat10,Animal_1,Center,Distance (cm),1719.2401719908441
01Training_rat10,Animal_1,Center,Velocity (cm/s),9.723893750220327
01Training_rat04,Animal_1,Center,Distance (cm),229.17499069088336
01Training_rat04,Animal_1,Center,Velocity (cm/s),13.22444561740861
05Training_rat15,Animal_1,Center,Distance (cm),868.0577498556531
05Training_rat15,Animal_1,Center,Velocity (cm/s),17.020740193248102
04Training_rat13,Animal_1,Center,Distance (cm),197.95215603237202
04Training_rat13,Animal_1,Center,Velocity (cm/s),18.25659561954456
Test_rat16,Animal_1,Center,Distance (cm),877.1950566636372
Test_rat16,Animal_1,Center,Velocity (cm/s),10.045436829027471
04Training_rat07,Animal_1,Center,Distance (cm),264.9823355014403
04Training_rat07,Animal_1,Center,Velocity (cm/s),13.496848453173138
Test_rat02,Animal_1,Center,Distance (cm),836.1911697456368
Test_rat02,Animal_1,Center,Velocity (cm/s),9.278381218137492
05Training_rat01,Animal_1,Center,Distance (cm),1338.708550459985
05Training_rat01,Animal_1,Center,Velocity (cm/s),7.4603017185967
05Training_rat29,Animal_1,Center,Distance (cm),1617.9586738901444
05Training_rat29,Animal_1,Center,Velocity (cm/s),10.864311217811764
05Training_rat05,Animal_1,Center,Distance (cm),129.7942877372323
05Training_rat05,Animal_1,Center,Velocity (cm/s),14.421587526359149
Test_rat06,Animal_1,Center,Distance (cm),1332.079804286372
Test_rat06,Animal_1,Center,Velocity (cm/s),14.998688536500204
04Training_rat03,Animal_1,Center,Distance (cm),492.71329136700507
04Training_rat03,Animal_1,Center,Velocity (cm/s),5.960283460795622
Test_rat12,Animal_1,Center,Distance (cm),855.1963725163116
Test_rat12,Animal_1,Center,Velocity (cm/s),9.515436465321581
04Training_rat17,Animal_1,Center,Distance (cm),161.31678896647384
04Training_rat17,Animal_1,Center,Velocity (cm/s),12.562824149526396
05Training_rat11,Animal_1,Center,Distance (cm),845.9224043420654
05Training_rat11,Animal_1,Center,Velocity (cm/s),12.34711905565381
01Training_rat28,Animal_1,Center,Distance (cm),282.99009612489795
01Training_rat28,Animal_1,Center,Velocity (cm/s),8.520715814032211
01Training_rat14,Animal_1,Center,Distance (cm),468.57356559082365
01Training_rat14,Animal_1,Center,Velocity (cm/s),11.760001505809873
10Training_rat20,Animal_1,Center,Distance (cm),223.3421958910546
10Training_rat20,Animal_1,Center,Velocity (cm/s),16.072799136959617
10Training_rat08,Animal_1,Center,Distance (cm),128.87231631566186
10Training_rat08,Animal_1,Center,Velocity (cm/s),10.8095674855297
08Training_rat30,Animal_1,Center,Distance (cm),315.40822524499094
08Training_rat30,Animal_1,Center,Velocity (cm/s),16.626286712020725
09Training_rat22,Animal_1,Center,Distance (cm),121.29710205776334
09Training_rat22,Animal_1,Center,Velocity (cm/s),14.145081961427925
08Training_rat24,Animal_1,Center,Distance (cm),226.12085870705067
08Training_rat24,Animal_1,Center,Velocity (cm/s),12.67641871415158
08Training_rat18,Animal_1,Center,Distance (cm),1150.540578026318
08Training_rat18,Animal_1,Center,Velocity (cm/s),10.841224277905287
08Training_rat19,Animal_1,Center,Distance (cm),2018.8579808858892
08Training_rat19,Animal_1,Center,Velocity (cm/s),11.344975187269654
09Training_rat23,Animal_1,Center,Distance (cm),102.30382846005885
09Training_rat23,Animal_1,Center,Velocity (cm/s),16.015702591748656
08Training_rat25,Animal_1,Center,Distance (cm),1146.3536945594844
08Training_rat25,Animal_1,Center,Velocity (cm/s),7.053043010142925
08Training_rat31,Animal_1,Center,Distance (cm),106.59112856745587
08Training_rat31,Animal_1,Center,Velocity (cm/s),15.269735898885022
10Training_rat09,Animal_1,Center,Distance (cm),73.8855715253037
10Training_rat09,Animal_1,Center,Velocity (cm/s),25.74739923755267
10Training_rat21,Animal_1,Center,Distance (cm),174.60425117365494
10Training_rat21,Animal_1,Center,Velocity (cm/s),8.967871590150695
01Training_rat15,Animal_1,Center,Distance (cm),154.97311437106114
01Training_rat15,Animal_1,Center,Velocity (cm/s),13.666922426042271
01Training_rat01,Animal_1,Center,Distance (cm),524.7433645563594
01Training_rat01,Animal_1,Center,Velocity (cm/s),7.359163885935654
01Training_rat29,Animal_1,Center,Distance (cm),343.27707405164085
01Training_rat29,Animal_1,Center,Velocity (cm/s),12.965251069366879
04Training_rat16,Animal_1,Center,Distance (cm),554.6016738643576
04Training_rat16,Animal_1,Center,Velocity (cm/s),10.86514562214877
Test_rat13,Animal_1,Center,Distance (cm),1008.0418480448864
Test_rat13,Animal_1,Center,Velocity (cm/s),11.2148457152684
05Training_rat10,Animal_1,Center,Distance (cm),442.45586674287415
05Training_rat10,Animal_1,Center,Velocity (cm/s),17.330097849342952
05Training_rat04,Animal_1,Center,Distance (cm),100.1661371229526
05Training_rat04,Animal_1,Center,Velocity (cm/s),17.151787897363448
04Training_rat02,Animal_1,Center,Distance (cm),146.914508701947
04Training_rat02,Animal_1,Center,Velocity (cm/s),16.81305683251642
Test_rat07,Animal_1,Center,Distance (cm),1070.9276837425725
Test_rat07,Animal_1,Center,Velocity (cm/s),12.337668515790062
05Training_rat12,Animal_1,Center,Distance (cm),212.96050060942306
05Training_rat12,Animal_1,Center,Velocity (cm/s),11.93020999757036
Test_rat11,Animal_1,Center,Distance (cm),907.12736376382
Test_rat11,Animal_1,Center,Velocity (cm/s),10.17432389925518
04Training_rat14,Animal_1,Center,Distance (cm),378.4840972989076
04Training_rat14,Animal_1,Center,Velocity (cm/s),19.993942472657615
Test_rat05,Animal_1,Center,Distance (cm),1036.2813484126668
Test_rat05,Animal_1,Center,Velocity (cm/s),11.922560647060783
05Training_rat06,Animal_1,Center,Distance (cm),490.4171180206543
05Training_rat06,Animal_1,Center,Velocity (cm/s),9.698130124190666
04Training_rat28,Animal_1,Center,Distance (cm),106.97553018691467
04Training_rat28,Animal_1,Center,Velocity (cm/s),11.314628637096282
01Training_rat17,Animal_1,Center,Distance (cm),155.8817918169001
01Training_rat17,Animal_1,Center,Velocity (cm/s),13.675932389287263
01Training_rat03,Animal_1,Center,Distance (cm),544.9029086850395
01Training_rat03,Animal_1,Center,Velocity (cm/s),9.33293860799259
10Training_rat23,Animal_1,Center,Distance (cm),314.321840414152
10Training_rat23,Animal_1,Center,Velocity (cm/s),11.049547264720855
08Training_rat27,Animal_1,Center,Distance (cm),191.54320316626706
08Training_rat27,Animal_1,Center,Velocity (cm/s),19.314434500533288
09Training_rat21,Animal_1,Center,Distance (cm),688.7328020540306
09Training_rat21,Animal_1,Center,Velocity (cm/s),9.369630820535264
09Training_rat09,Animal_1,Center,Distance (cm),404.5153853455098
09Training_rat09,Animal_1,Center,Velocity (cm/s),13.04888339824225
09Training_rat08,Animal_1,Center,Distance (cm),1058.7898129323282
09Training_rat08,Animal_1,Center,Velocity (cm/s),7.709849661431008
08Training_rat32,Animal_1,Center,Distance (cm),140.10813300182778
08Training_rat32,Animal_1,Center,Velocity (cm/s),51.69286377655652
08Training_rat26,Animal_1,Center,Distance (cm),124.73352999113138
08Training_rat26,Animal_1,Center,Velocity (cm/s),22.275564653283215
09Training_rat20,Animal_1,Center,Distance (cm),400.11660370798853
09Training_rat20,Animal_1,Center,Velocity (cm/s),10.932636886911366
10Training_rat22,Animal_1,Center,Distance (cm),232.55128384551094
10Training_rat22,Animal_1,Center,Velocity (cm/s),9.800957303165125
01Training_rat02,Animal_1,Center,Distance (cm),1171.1307653016024
01Training_rat02,Animal_1,Center,Velocity (cm/s),6.709413955517731
01Training_rat16,Animal_1,Center,Distance (cm),231.69891446127517
01Training_rat16,Animal_1,Center,Velocity (cm/s),10.193478590106542
04Training_rat29,Animal_1,Center,Distance (cm),181.5233683459114
04Training_rat29,Animal_1,Center,Velocity (cm/s),11.378768396623958
04Training_rat01,Animal_1,Center,Distance (cm),1555.8733723286489
04Training_rat01,Animal_1,Center,Velocity (cm/s),8.649747979762422
Test_rat04,Animal_1,Center,Distance (cm),915.4164669433761
Test_rat04,Animal_1,Center,Velocity (cm/s),10.183144186839279
05Training_rat07,Animal_1,Center,Distance (cm),207.6406099269663
05Training_rat07,Animal_1,Center,Velocity (cm/s),12.99170377612739
05Training_rat13,Animal_1,Center,Distance (cm),133.27639179854881
05Training_rat13,Animal_1,Center,Velocity (cm/s),14.878692762482595
04Training_rat15,Animal_1,Center,Distance (cm),558.5596089619844
04Training_rat15,Animal_1,Center,Velocity (cm/s),15.958845970342407
Test_rat10,Animal_1,Center,Distance (cm),1069.9187908330448
Test_rat10,Animal_1,Center,Velocity (cm/s),12.039133271461646
